IL_DepartureDate,DepartYear,DepartMonth,Day_of_Week_Departure,TotalDep,LegNumber,IL_DepartureStation,IL_ArrivalStation,InternationalDesc,LiftStatus,FlyThru,IsNTL,DepartureCountry,ArrivalCountry
08-08-25,2025,August,5,232,A0078,PEN,BKK,INT,Boarded,Yes,No,Malaysia,Thailand
11-27-25,2025,November,4,100,A0198,KUL,SIN,INT,CheckedIn,No,No,Malaysia,Singapore
12-02-25,2025,December,2,184,A0142,KUL,BKK,INT,NoShow,No,No,Malaysia,Thailand
06-24-26,2026,June,3,102,A0194,SIN,BKI,INT,CheckedIn,Yes,No,Singapore,Malaysia
02-06-25,2025,February,4,214,A0334,BKK,SIN,INT,CheckedIn,No,No,Thailand,Singapore
05-16-25,2025,May,5,158,A0260,SYD,PEN,INT,NoShow,No,No,Philippines,Malaysia
07-05-25,2025,July,6,80,A0397,KUL,PEN,DOM,NoShow,No,No,Malaysia,Malaysia
01-13-26,2026,January,2,12,A0224,HND,LHR,INT,Boarded,No,No,Japan,Thailand
01-04-25,2025,January,6,110,A0274,SYD,JFK,INT,Default,No,No,Philippines,Indonesia
10-22-25,2025,October,3,145,A0416,KUL,SYD,INT,CheckedIn,Yes,No,Malaysia,Philippines
02-10-25,2025,February,1,64,A0362,LHR,BKI,INT,Default,Yes,No,Thailand,Malaysia
07-17-25,2025,July,4,163,A0418,SIN,BKK,INT,Default,No,No,Singapore,Thailand
04-12-26,2026,April,7,115,A0428,HND,SIN,INT,CheckedIn,No,No,Japan,Singapore
04-21-26,2026,April,2,62,A0095,BKI,CGK,INT,CheckedIn,No,No,Malaysia,Indonesia
06-18-25,2025,June,3,115,A0285,HND,BKI,INT,Boarded,No,No,Japan,Malaysia
04-25-26,2026,April,6,212,A0227,SIN,LHR,INT,CheckedIn,No,No,Singapore,Thailand
02-10-25,2025,February,1,133,A0135,KUL,LHR,INT,Default,No,Yes,Malaysia,Thailand
01-31-25,2025,January,5,60,A0150,PEN,SIN,INT,CheckedIn,No,No,Malaysia,Singapore
11-29-25,2025,November,6,187,A0113,BKI,KUL,DOM,Default,No,No,Malaysia,Malaysia
02-14-26,2026,February,6,92,A0289,LHR,CGK,INT,Default,No,No,Thailand,Indonesia
08-14-25,2025,August,4,202,A0327,HND,KUL,INT,Default,No,No,Japan,Malaysia
06-27-25,2025,June,5,91,A0499,PEN,LHR,INT,NoShow,No,No,Malaysia,Thailand
05-05-26,2026,May,2,12,A0234,CGK,SIN,INT,Default,No,No,Indonesia,Singapore
10-12-25,2025,October,7,0,A0069,HND,KUL,INT,Boarded,No,No,Japan,Malaysia
10-24-25,2025,October,5,167,A0011,KUL,JFK,INT,Boarded,No,No,Malaysia,Indonesia
10-04-25,2025,October,6,159,A0109,SIN,SYD,INT,Boarded,No,No,Singapore,Philippines
12-05-25,2025,December,5,186,A0148,HND,PEN,INT,NoShow,No,No,Japan,Malaysia
09-10-25,2025,September,3,196,A0371,BKK,LHR,INT,Boarded,No,No,Thailand,Thailand
03-30-25,2025,March,7,105,A0085,HND,BKK,INT,Default,No,No,Japan,Thailand
05-15-26,2026,May,5,5,A0118,BKK,SYD,INT,CheckedIn,No,No,Thailand,Philippines
07-03-25,2025,July,4,101,A0032,SYD,HND,INT,CheckedIn,Yes,No,Philippines,Japan
03-10-26,2026,March,2,96,A0295,PEN,CGK,INT,NoShow,No,No,Malaysia,Indonesia
02-11-25,2025,February,2,82,A0001,HND,BKI,INT,Default,No,No,Japan,Malaysia
02-15-25,2025,February,6,31,A0456,PEN,LHR,INT,CheckedIn,Yes,No,Malaysia,Thailand
01-08-25,2025,January,3,77,A0057,BKK,SIN,INT,NoShow,No,No,Thailand,Singapore
03-09-26,2026,March,1,130,A0279,BKK,LHR,INT,Default,No,No,Thailand,Thailand
08-25-25,2025,August,1,204,A0462,LHR,KUL,INT,NoShow,No,No,Thailand,Malaysia
03-05-26,2026,March,4,25,A0497,JFK,HND,INT,Boarded,Yes,Yes,Indonesia,Japan
02-01-25,2025,February,6,96,A0012,BKI,LHR,INT,Boarded,No,No,Malaysia,Thailand
07-14-25,2025,July,1,171,A0282,JFK,SIN,INT,Boarded,No,No,Indonesia,Singapore
02-05-25,2025,February,3,191,A0172,BKK,JFK,INT,Boarded,No,No,Thailand,Indonesia
10-06-25,2025,October,1,77,A0349,BKK,SIN,INT,Boarded,No,No,Thailand,Singapore
02-05-25,2025,February,3,99,A0121,JFK,SIN,INT,CheckedIn,No,No,Indonesia,Singapore
05-08-25,2025,May,4,82,A0311,JFK,CGK,INT,Default,Yes,No,Indonesia,Indonesia
03-03-26,2026,March,2,172,A0480,BKI,SYD,INT,NoShow,No,No,Malaysia,Philippines
08-17-25,2025,August,7,20,A0265,BKK,CGK,INT,Boarded,No,No,Thailand,Indonesia
03-06-26,2026,March,5,76,A0418,SIN,BKK,INT,Boarded,No,Yes,Singapore,Thailand
03-16-25,2025,March,7,92,A0135,KUL,LHR,INT,Default,Yes,No,Malaysia,Thailand
04-23-25,2025,April,3,193,A0053,BKK,SYD,INT,Boarded,No,No,Thailand,Philippines
04-26-25,2025,April,6,149,A0401,SIN,BKI,INT,Boarded,Yes,No,Singapore,Malaysia
02-20-25,2025,February,4,126,A0303,SYD,KUL,INT,Default,No,No,Philippines,Malaysia
04-20-25,2025,April,7,101,A0031,SYD,HND,INT,CheckedIn,Yes,No,Philippines,Japan
05-18-25,2025,May,7,170,A0463,BKI,JFK,INT,Boarded,No,No,Malaysia,Indonesia
06-19-25,2025,June,4,149,A0292,SYD,BKI,INT,Boarded,No,No,Philippines,Malaysia
05-22-26,2026,May,5,105,A0086,SYD,CGK,INT,NoShow,No,No,Philippines,Indonesia
05-03-26,2026,May,7,48,A0064,SIN,JFK,INT,CheckedIn,No,No,Singapore,Indonesia
04-04-26,2026,April,6,134,A0310,BKK,BKI,INT,Boarded,No,No,Thailand,Malaysia
04-28-25,2025,April,1,19,A0214,LHR,BKI,INT,Default,No,No,Thailand,Malaysia
04-13-25,2025,April,7,88,A0288,CGK,KUL,INT,CheckedIn,No,No,Indonesia,Malaysia
04-20-25,2025,April,7,94,A0066,KUL,BKI,DOM,NoShow,Yes,No,Malaysia,Malaysia
09-06-25,2025,September,6,124,A0093,KUL,JFK,INT,Default,No,No,Malaysia,Indonesia
03-08-25,2025,March,6,105,A0161,JFK,CGK,INT,Default,No,No,Indonesia,Indonesia
04-25-25,2025,April,5,215,A0144,LHR,JFK,INT,NoShow,Yes,No,Thailand,Indonesia
06-30-26,2026,June,2,199,A0413,SYD,KUL,INT,Boarded,No,No,Philippines,Malaysia
03-17-25,2025,March,1,98,A0072,BKK,LHR,INT,NoShow,No,No,Thailand,Thailand
01-28-25,2025,January,2,197,A0256,LHR,SIN,INT,CheckedIn,No,No,Thailand,Singapore
04-01-25,2025,April,2,147,A0240,BKI,BKK,INT,Boarded,Yes,No,Malaysia,Thailand
01-03-26,2026,January,6,138,A0209,LHR,HND,INT,CheckedIn,No,No,Thailand,Japan
05-22-26,2026,May,5,154,A0389,LHR,HND,INT,NoShow,No,No,Thailand,Japan
03-29-25,2025,March,6,175,A0074,SYD,LHR,INT,NoShow,No,No,Philippines,Thailand
02-28-26,2026,February,6,92,A0494,BKK,SYD,INT,NoShow,No,No,Thailand,Philippines
10-18-25,2025,October,6,91,A0170,HND,PEN,INT,NoShow,No,No,Japan,Malaysia
09-09-25,2025,September,2,102,A0345,SYD,JFK,INT,Default,No,No,Philippines,Indonesia
01-10-25,2025,January,5,67,A0075,PEN,BKI,DOM,Default,Yes,No,Malaysia,Malaysia
11-30-25,2025,November,7,138,A0145,BKI,HND,INT,NoShow,No,No,Malaysia,Japan
02-04-25,2025,February,2,99,A0341,SYD,KUL,INT,Boarded,No,No,Philippines,Malaysia
07-21-25,2025,July,1,65,A0015,CGK,LHR,INT,Default,Yes,No,Indonesia,Thailand
01-25-25,2025,January,6,143,A0363,JFK,HND,INT,Default,Yes,No,Indonesia,Japan
01-06-26,2026,January,2,98,A0390,HND,CGK,INT,NoShow,No,No,Japan,Indonesia
02-03-26,2026,February,2,155,A0125,PEN,BKI,DOM,NoShow,No,No,Malaysia,Malaysia
12-25-25,2025,December,4,208,A0245,PEN,SIN,INT,NoShow,Yes,No,Malaysia,Singapore
05-28-25,2025,May,3,56,A0197,SIN,PEN,INT,Default,No,No,Singapore,Malaysia
03-22-26,2026,March,7,158,A0098,LHR,KUL,INT,Boarded,No,No,Thailand,Malaysia
03-15-26,2026,March,7,1,A0059,SIN,HND,INT,CheckedIn,Yes,No,Singapore,Japan
04-28-25,2025,April,1,104,A0458,JFK,LHR,INT,Default,No,No,Indonesia,Thailand
01-16-25,2025,January,4,171,A0416,KUL,SYD,INT,NoShow,Yes,No,Malaysia,Philippines
07-24-25,2025,July,4,49,A0413,SYD,KUL,INT,NoShow,No,No,Philippines,Malaysia
05-14-25,2025,May,3,56,A0247,BKK,SIN,INT,CheckedIn,No,No,Thailand,Singapore
05-13-26,2026,May,3,42,A0219,BKK,SYD,INT,NoShow,No,No,Thailand,Philippines
04-27-26,2026,April,1,64,A0422,CGK,PEN,INT,CheckedIn,Yes,No,Indonesia,Malaysia
02-27-25,2025,February,4,127,A0107,CGK,PEN,INT,Boarded,Yes,No,Indonesia,Malaysia
02-10-26,2026,February,2,74,A0002,HND,SYD,INT,Default,No,No,Japan,Philippines
05-29-26,2026,May,5,182,A0235,PEN,BKK,INT,Boarded,No,No,Malaysia,Thailand
08-23-25,2025,August,6,76,A0133,BKI,PEN,DOM,CheckedIn,No,No,Malaysia,Malaysia
05-12-26,2026,May,2,210,A0243,KUL,BKK,INT,Boarded,No,No,Malaysia,Thailand
05-07-25,2025,May,3,230,A0455,HND,SIN,INT,CheckedIn,Yes,No,Japan,Singapore
06-14-26,2026,June,7,100,A0138,LHR,KUL,INT,Default,No,No,Thailand,Malaysia
02-11-25,2025,February,2,219,A0223,PEN,KUL,DOM,CheckedIn,No,No,Malaysia,Malaysia
07-26-25,2025,July,6,227,A0290,LHR,CGK,INT,NoShow,No,No,Thailand,Indonesia
05-17-26,2026,May,7,151,A0211,LHR,HND,INT,Default,No,No,Thailand,Japan
03-13-25,2025,March,4,82,A0257,LHR,CGK,INT,Boarded,No,No,Thailand,Indonesia
12-08-25,2025,December,1,127,A0029,BKI,HND,INT,NoShow,Yes,No,Malaysia,Japan
09-28-25,2025,September,7,107,A0085,HND,BKK,INT,Default,Yes,No,Japan,Thailand
02-23-26,2026,February,1,164,A0475,KUL,PEN,DOM,Default,No,No,Malaysia,Malaysia
04-09-25,2025,April,3,8,A0467,PEN,BKK,INT,Default,Yes,No,Malaysia,Thailand
02-11-26,2026,February,3,116,A0445,KUL,CGK,INT,CheckedIn,No,No,Malaysia,Indonesia
06-21-25,2025,June,6,49,A0267,CGK,JFK,INT,Boarded,Yes,No,Indonesia,Indonesia
09-12-25,2025,September,5,135,A0478,SYD,SIN,INT,CheckedIn,No,No,Philippines,Singapore
01-08-25,2025,January,3,14,A0397,KUL,PEN,DOM,Boarded,No,No,Malaysia,Malaysia
08-04-25,2025,August,1,105,A0362,LHR,BKI,INT,CheckedIn,No,No,Thailand,Malaysia
09-03-25,2025,September,3,11,A0497,JFK,HND,INT,Default,No,No,Indonesia,Japan
04-21-26,2026,April,2,4,A0112,SYD,SIN,INT,Default,No,No,Philippines,Singapore
08-25-25,2025,August,1,168,A0412,HND,SYD,INT,CheckedIn,No,No,Japan,Philippines
05-17-25,2025,May,6,39,A0106,HND,SIN,INT,NoShow,Yes,No,Japan,Singapore
01-21-26,2026,January,3,119,A0125,PEN,BKI,DOM,NoShow,Yes,No,Malaysia,Malaysia
02-23-25,2025,February,7,79,A0421,SYD,BKI,INT,Default,No,No,Philippines,Malaysia
05-14-25,2025,May,3,60,A0419,LHR,CGK,INT,Default,Yes,No,Thailand,Indonesia
05-18-26,2026,May,1,217,A0345,SYD,JFK,INT,NoShow,Yes,No,Philippines,Indonesia
02-19-26,2026,February,4,143,A0030,SIN,BKK,INT,CheckedIn,No,No,Singapore,Thailand
01-27-25,2025,January,1,32,A0446,SIN,SYD,INT,Default,No,No,Singapore,Philippines
01-22-25,2025,January,3,30,A0031,SYD,HND,INT,Boarded,No,No,Philippines,Japan
08-18-25,2025,August,1,145,A0493,LHR,BKI,INT,Default,Yes,No,Thailand,Malaysia
04-09-26,2026,April,4,228,A0093,KUL,JFK,INT,CheckedIn,Yes,No,Malaysia,Indonesia
01-18-25,2025,January,6,53,A0042,LHR,KUL,INT,CheckedIn,No,No,Thailand,Malaysia
03-26-25,2025,March,3,79,A0234,CGK,SIN,INT,Default,No,No,Indonesia,Singapore
06-15-26,2026,June,1,195,A0247,BKK,SIN,INT,Boarded,Yes,No,Thailand,Singapore
01-12-26,2026,January,1,115,A0190,BKK,CGK,INT,CheckedIn,Yes,No,Thailand,Indonesia
03-24-25,2025,March,1,212,A0202,HND,SIN,INT,Boarded,Yes,No,Japan,Singapore
05-02-25,2025,May,5,157,A0212,BKK,KUL,INT,Default,No,No,Thailand,Malaysia
02-22-25,2025,February,6,139,A0460,SIN,JFK,INT,CheckedIn,No,No,Singapore,Indonesia
06-14-25,2025,June,6,44,A0404,LHR,BKI,INT,Default,No,No,Thailand,Malaysia
05-11-25,2025,May,7,135,A0061,BKK,PEN,INT,Default,Yes,No,Thailand,Malaysia
05-21-25,2025,May,3,171,A0050,BKI,BKK,INT,CheckedIn,No,No,Malaysia,Thailand
05-15-26,2026,May,5,102,A0150,PEN,SIN,INT,NoShow,No,No,Malaysia,Singapore
06-07-26,2026,June,7,150,A0022,JFK,LHR,INT,Default,No,No,Indonesia,Thailand
09-19-25,2025,September,5,82,A0275,JFK,KUL,INT,CheckedIn,Yes,No,Indonesia,Malaysia
11-26-25,2025,November,3,27,A0057,BKK,SIN,INT,Default,No,No,Thailand,Singapore
07-26-25,2025,July,6,123,A0139,BKK,SIN,INT,Boarded,No,No,Thailand,Singapore
05-22-26,2026,May,5,39,A0022,JFK,LHR,INT,Boarded,No,No,Indonesia,Thailand
05-22-26,2026,May,5,78,A0079,SIN,LHR,INT,NoShow,No,No,Singapore,Thailand
04-29-25,2025,April,2,64,A0042,LHR,KUL,INT,CheckedIn,No,No,Thailand,Malaysia
03-19-25,2025,March,3,57,A0104,PEN,JFK,INT,CheckedIn,No,No,Malaysia,Indonesia
08-12-25,2025,August,2,98,A0475,KUL,PEN,DOM,CheckedIn,No,No,Malaysia,Malaysia
03-25-26,2026,March,3,50,A0235,PEN,BKK,INT,Default,Yes,No,Malaysia,Thailand
03-14-26,2026,March,6,104,A0353,SIN,KUL,INT,Default,No,No,Singapore,Malaysia
02-05-25,2025,February,3,230,A0223,PEN,KUL,DOM,NoShow,No,No,Malaysia,Malaysia
05-17-25,2025,May,6,174,A0126,PEN,CGK,INT,Boarded,No,No,Malaysia,Indonesia
08-07-25,2025,August,4,104,A0072,BKK,LHR,INT,CheckedIn,Yes,No,Thailand,Thailand
03-15-25,2025,March,6,207,A0062,HND,BKK,INT,Default,Yes,Yes,Japan,Thailand
07-20-25,2025,July,7,201,A0211,LHR,HND,INT,Default,No,No,Thailand,Japan
04-02-26,2026,April,4,105,A0245,PEN,SIN,INT,NoShow,No,No,Malaysia,Singapore
02-13-26,2026,February,5,157,A0338,SIN,KUL,INT,Boarded,Yes,No,Singapore,Malaysia
10-12-25,2025,October,7,131,A0451,JFK,CGK,INT,CheckedIn,Yes,No,Indonesia,Indonesia
12-03-25,2025,December,3,85,A0104,PEN,JFK,INT,NoShow,Yes,Yes,Malaysia,Indonesia
06-04-25,2025,June,3,199,A0137,KUL,LHR,INT,Default,No,No,Malaysia,Thailand
02-25-26,2026,February,3,196,A0486,SIN,LHR,INT,Boarded,Yes,No,Singapore,Thailand
02-16-25,2025,February,7,41,A0332,JFK,SIN,INT,Default,No,No,Indonesia,Singapore
11-15-25,2025,November,6,190,A0301,SYD,JFK,INT,CheckedIn,No,No,Philippines,Indonesia
05-03-26,2026,May,7,195,A0439,SIN,BKK,INT,Boarded,Yes,No,Singapore,Thailand
01-17-26,2026,January,6,185,A0007,LHR,KUL,INT,Boarded,No,No,Thailand,Malaysia
03-15-26,2026,March,7,46,A0187,LHR,SYD,INT,Default,Yes,No,Thailand,Philippines
09-27-25,2025,September,6,48,A0104,PEN,JFK,INT,Default,No,No,Malaysia,Indonesia
04-15-26,2026,April,3,84,A0492,LHR,SIN,INT,Boarded,Yes,No,Thailand,Singapore
05-11-25,2025,May,7,217,A0385,BKK,CGK,INT,NoShow,No,No,Thailand,Indonesia
05-08-25,2025,May,4,225,A0423,BKI,PEN,DOM,NoShow,No,No,Malaysia,Malaysia
09-26-25,2025,September,5,224,A0309,LHR,CGK,INT,CheckedIn,No,No,Thailand,Indonesia
04-03-25,2025,April,4,190,A0273,BKK,KUL,INT,Default,No,No,Thailand,Malaysia
11-11-25,2025,November,2,143,A0045,HND,CGK,INT,NoShow,No,No,Japan,Indonesia
03-15-25,2025,March,6,162,A0100,KUL,LHR,INT,CheckedIn,No,No,Malaysia,Thailand
09-28-25,2025,September,7,166,A0189,CGK,PEN,INT,NoShow,Yes,No,Indonesia,Malaysia
08-01-25,2025,August,5,198,A0197,SIN,PEN,INT,NoShow,No,No,Singapore,Malaysia
07-18-25,2025,July,5,5,A0364,KUL,SIN,INT,CheckedIn,No,No,Malaysia,Singapore
01-31-25,2025,January,5,178,A0345,SYD,JFK,INT,NoShow,No,No,Philippines,Indonesia
06-02-25,2025,June,1,133,A0487,PEN,SYD,INT,CheckedIn,Yes,No,Malaysia,Philippines
05-15-26,2026,May,5,43,A0013,JFK,PEN,INT,CheckedIn,No,No,Indonesia,Malaysia
01-02-25,2025,January,4,178,A0115,SYD,KUL,INT,Boarded,No,No,Philippines,Malaysia
11-18-25,2025,November,2,24,A0449,SYD,BKK,INT,Default,No,No,Philippines,Thailand
09-16-25,2025,September,2,117,A0417,BKI,SIN,INT,CheckedIn,No,No,Malaysia,Singapore
04-18-25,2025,April,5,124,A0272,PEN,SYD,INT,CheckedIn,Yes,No,Malaysia,Philippines
03-19-25,2025,March,3,43,A0049,CGK,PEN,INT,Boarded,Yes,No,Indonesia,Malaysia
12-15-25,2025,December,1,79,A0474,BKK,BKI,INT,NoShow,Yes,No,Thailand,Malaysia
12-22-25,2025,December,1,174,A0358,LHR,KUL,INT,Boarded,No,No,Thailand,Malaysia
04-17-26,2026,April,5,59,A0072,BKK,LHR,INT,CheckedIn,No,No,Thailand,Thailand
04-17-26,2026,April,5,148,A0426,KUL,SYD,INT,CheckedIn,No,No,Malaysia,Philippines
03-10-25,2025,March,1,78,A0476,SIN,BKI,INT,Default,No,No,Singapore,Malaysia
03-14-26,2026,March,6,174,A0250,KUL,LHR,INT,CheckedIn,Yes,No,Malaysia,Thailand
02-12-25,2025,February,3,121,A0339,KUL,LHR,INT,NoShow,No,No,Malaysia,Thailand
03-01-26,2026,March,7,143,A0013,JFK,PEN,INT,NoShow,No,No,Indonesia,Malaysia
12-04-25,2025,December,4,27,A0486,SIN,LHR,INT,Default,No,Yes,Singapore,Thailand
07-22-25,2025,July,2,17,A0157,LHR,JFK,INT,NoShow,No,No,Thailand,Indonesia
12-19-25,2025,December,5,26,A0255,JFK,BKI,INT,NoShow,Yes,No,Indonesia,Malaysia
04-06-25,2025,April,7,86,A0291,BKK,SIN,INT,Default,No,No,Thailand,Singapore
12-28-25,2025,December,7,121,A0496,SIN,CGK,INT,Boarded,No,No,Singapore,Indonesia
12-05-25,2025,December,5,139,A0307,SIN,KUL,INT,Boarded,No,No,Singapore,Malaysia
01-20-25,2025,January,1,158,A0205,LHR,BKK,INT,NoShow,No,No,Thailand,Thailand
07-23-25,2025,July,3,234,A0272,PEN,SYD,INT,Boarded,No,No,Malaysia,Philippines
01-19-26,2026,January,1,62,A0329,PEN,CGK,INT,Default,No,No,Malaysia,Indonesia
01-23-25,2025,January,4,179,A0370,BKK,PEN,INT,Boarded,Yes,No,Thailand,Malaysia
09-04-25,2025,September,4,18,A0204,JFK,SIN,INT,NoShow,No,No,Indonesia,Singapore
02-07-25,2025,February,5,30,A0289,LHR,CGK,INT,Boarded,No,No,Thailand,Indonesia
03-17-26,2026,March,2,210,A0248,SYD,BKK,INT,CheckedIn,Yes,No,Philippines,Thailand
04-08-26,2026,April,3,189,A0048,JFK,LHR,INT,Default,No,No,Indonesia,Thailand
07-20-25,2025,July,7,103,A0013,JFK,PEN,INT,Default,No,No,Indonesia,Malaysia
03-28-25,2025,March,5,137,A0249,LHR,SYD,INT,Boarded,No,No,Thailand,Philippines
06-20-25,2025,June,5,45,A0010,BKI,BKK,INT,NoShow,No,No,Malaysia,Thailand
05-16-26,2026,May,6,107,A0426,KUL,SYD,INT,Default,Yes,No,Malaysia,Philippines
11-17-25,2025,November,1,24,A0389,LHR,HND,INT,Default,Yes,No,Thailand,Japan
01-28-26,2026,January,3,220,A0009,LHR,PEN,INT,NoShow,No,No,Thailand,Malaysia
06-05-26,2026,June,5,213,A0312,KUL,CGK,INT,CheckedIn,No,No,Malaysia,Indonesia
07-01-25,2025,July,2,23,A0138,LHR,KUL,INT,CheckedIn,No,No,Thailand,Malaysia
02-22-26,2026,February,7,236,A0144,LHR,JFK,INT,CheckedIn,No,No,Thailand,Indonesia
05-19-25,2025,May,1,115,A0298,KUL,SYD,INT,NoShow,No,No,Malaysia,Philippines
07-19-25,2025,July,6,125,A0318,HND,BKK,INT,CheckedIn,No,No,Japan,Thailand
04-18-25,2025,April,5,47,A0480,BKI,SYD,INT,Default,Yes,No,Malaysia,Philippines
04-04-26,2026,April,6,207,A0266,HND,LHR,INT,Boarded,No,No,Japan,Thailand
01-18-25,2025,January,6,38,A0250,KUL,LHR,INT,NoShow,Yes,No,Malaysia,Thailand
11-01-25,2025,November,6,164,A0473,BKI,HND,INT,CheckedIn,No,No,Malaysia,Japan
01-08-26,2026,January,4,78,A0226,JFK,CGK,INT,Boarded,No,No,Indonesia,Indonesia
10-26-25,2025,October,7,101,A0401,SIN,BKI,INT,Boarded,No,No,Singapore,Malaysia
03-19-26,2026,March,4,89,A0016,CGK,KUL,INT,Default,No,No,Indonesia,Malaysia
06-10-26,2026,June,3,169,A0379,LHR,BKK,INT,Default,Yes,No,Thailand,Thailand
01-05-26,2026,January,1,98,A0364,KUL,SIN,INT,Boarded,No,No,Malaysia,Singapore
06-18-26,2026,June,4,42,A0053,BKK,SYD,INT,NoShow,No,No,Thailand,Philippines
04-27-26,2026,April,1,176,A0340,CGK,PEN,INT,Boarded,No,No,Indonesia,Malaysia
08-12-25,2025,August,2,95,A0329,PEN,CGK,INT,CheckedIn,No,No,Malaysia,Indonesia
04-04-25,2025,April,5,31,A0049,CGK,PEN,INT,Boarded,No,No,Indonesia,Malaysia
09-29-25,2025,September,1,10,A0126,PEN,CGK,INT,Default,No,Yes,Malaysia,Indonesia
05-26-26,2026,May,2,25,A0310,BKK,BKI,INT,Default,No,No,Thailand,Malaysia
08-21-25,2025,August,4,104,A0382,BKI,KUL,DOM,CheckedIn,No,No,Malaysia,Malaysia
01-12-26,2026,January,1,130,A0094,SYD,SIN,INT,Default,No,No,Philippines,Singapore
01-02-25,2025,January,4,188,A0011,KUL,JFK,INT,Boarded,No,No,Malaysia,Indonesia
09-10-25,2025,September,3,136,A0344,BKI,JFK,INT,CheckedIn,No,No,Malaysia,Indonesia
11-16-25,2025,November,7,231,A0114,BKI,PEN,DOM,Boarded,Yes,No,Malaysia,Malaysia
01-15-25,2025,January,3,114,A0352,LHR,SYD,INT,CheckedIn,No,No,Thailand,Philippines
02-16-26,2026,February,1,212,A0354,CGK,BKK,INT,Default,No,Yes,Indonesia,Thailand
07-12-25,2025,July,6,234,A0037,HND,SYD,INT,Default,No,No,Japan,Philippines
05-19-26,2026,May,2,31,A0486,SIN,LHR,INT,Default,No,No,Singapore,Thailand
12-31-25,2025,December,3,50,A0095,BKI,CGK,INT,Default,No,No,Malaysia,Indonesia
05-17-26,2026,May,7,230,A0180,PEN,SIN,INT,Default,No,No,Malaysia,Singapore
12-22-25,2025,December,1,42,A0138,LHR,KUL,INT,CheckedIn,No,No,Thailand,Malaysia
03-23-25,2025,March,7,186,A0021,SYD,LHR,INT,Default,No,No,Philippines,Thailand
01-29-26,2026,January,4,157,A0274,SYD,JFK,INT,NoShow,No,No,Philippines,Indonesia
05-19-25,2025,May,1,114,A0176,BKI,LHR,INT,Boarded,No,No,Malaysia,Thailand
05-07-25,2025,May,3,102,A0346,BKI,JFK,INT,Default,Yes,No,Malaysia,Indonesia
02-17-25,2025,February,1,120,A0068,JFK,KUL,INT,Boarded,Yes,No,Indonesia,Malaysia
04-06-26,2026,April,1,122,A0116,CGK,LHR,INT,Boarded,No,No,Indonesia,Thailand
12-20-25,2025,December,6,171,A0296,SYD,LHR,INT,CheckedIn,No,No,Philippines,Thailand
07-20-25,2025,July,7,23,A0467,PEN,BKK,INT,NoShow,No,No,Malaysia,Thailand
05-04-26,2026,May,1,15,A0286,CGK,HND,INT,CheckedIn,No,No,Indonesia,Japan
10-22-25,2025,October,3,123,A0284,CGK,BKK,INT,CheckedIn,No,No,Indonesia,Thailand
06-12-26,2026,June,5,109,A0445,KUL,CGK,INT,NoShow,No,No,Malaysia,Indonesia
11-25-25,2025,November,2,46,A0438,BKI,CGK,INT,Default,Yes,No,Malaysia,Indonesia
04-23-25,2025,April,3,215,A0275,JFK,KUL,INT,Default,No,No,Indonesia,Malaysia
02-24-25,2025,February,1,55,A0289,LHR,CGK,INT,Default,No,No,Thailand,Indonesia
06-10-25,2025,June,2,165,A0003,PEN,KUL,DOM,NoShow,Yes,No,Malaysia,Malaysia
04-21-25,2025,April,1,17,A0465,SIN,CGK,INT,Default,Yes,No,Singapore,Indonesia
03-30-26,2026,March,1,71,A0222,JFK,LHR,INT,CheckedIn,No,No,Indonesia,Thailand
05-11-25,2025,May,7,183,A0133,BKI,PEN,DOM,NoShow,No,No,Malaysia,Malaysia
10-27-25,2025,October,1,68,A0496,SIN,CGK,INT,Boarded,No,No,Singapore,Indonesia
02-26-25,2025,February,3,98,A0239,BKI,SYD,INT,Default,No,No,Malaysia,Philippines
01-08-25,2025,January,3,50,A0446,SIN,SYD,INT,NoShow,No,No,Singapore,Philippines
06-18-26,2026,June,4,217,A0324,SIN,JFK,INT,Boarded,Yes,No,Singapore,Indonesia
10-10-25,2025,October,5,2,A0172,BKK,JFK,INT,Default,No,No,Thailand,Indonesia
06-23-26,2026,June,2,201,A0193,PEN,BKK,INT,Default,No,No,Malaysia,Thailand
12-27-25,2025,December,6,61,A0439,SIN,BKK,INT,CheckedIn,Yes,No,Singapore,Thailand
10-05-25,2025,October,7,78,A0404,LHR,BKI,INT,Default,No,No,Thailand,Malaysia
03-12-25,2025,March,3,233,A0407,HND,JFK,INT,Boarded,No,No,Japan,Indonesia
05-12-26,2026,May,2,111,A0092,BKI,BKK,INT,Boarded,No,No,Malaysia,Thailand
12-16-25,2025,December,2,182,A0291,BKK,SIN,INT,NoShow,No,No,Thailand,Singapore
02-01-26,2026,February,7,140,A0337,JFK,SIN,INT,Default,No,No,Indonesia,Singapore
03-21-25,2025,March,5,70,A0180,PEN,SIN,INT,Default,No,No,Malaysia,Singapore
03-04-25,2025,March,2,195,A0495,LHR,KUL,INT,CheckedIn,No,No,Thailand,Malaysia
06-08-25,2025,June,7,26,A0296,SYD,LHR,INT,Boarded,No,No,Philippines,Thailand
12-23-25,2025,December,2,10,A0323,SYD,CGK,INT,Boarded,No,No,Philippines,Indonesia
11-05-25,2025,November,3,17,A0115,SYD,KUL,INT,Boarded,No,Yes,Philippines,Malaysia
06-29-25,2025,June,7,194,A0250,KUL,LHR,INT,NoShow,No,No,Malaysia,Thailand
